stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,155.28,0,0,0,0,4.09,20.43,0,0,0,0,0,0,0,0,0,12.26,0,0,0
72hpf,2.14,0,0,2.14,1.07,0,0,0,0,0,0,0,0,2.14,0,0,95.21,0,0,3.21,2.14,9.63,11.77,1.07,23.54,0,3.21,0,0,3.21,0,0,44.93,0,0,0
21Day,1.34,0,0,4.02,1.34,0,1.34,0,0,0,0,0,0,4.02,1.34,0,46.85,0,0,1.34,0,0,4.02,1.34,22.76,0,1.34,0,2.68,0,0,2.68,22.76,0,0,0
3Month,0,0.64,0.32,17.92,0,0.32,0,4.48,0.96,0,21.12,1.28,2.24,0.32,2.24,0.96,5.44,0.32,0,0,0.32,0.32,0.32,4.16,13.12,0,0,1.28,36.15,0.32,0,0,0.32,0.64,54.71,1.6
22Month,0.55,0.55,0,22.41,0,1.09,0,6.01,1.09,5.47,155.25,2.19,4.92,0,0.55,3.28,3.28,0,2.19,0.55,0,0,0,2.73,28.43,0.55,0.55,0.55,7.11,0,0.55,0,0,0,0.55,1.64
