stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,0,1.07,0,0,0,0,0,0,0,0,56.7,13.91,0,3.21,0,0,0,0,21.4,3.21,1.07,0,2.14,0,1.07,0,0,1.07,0,0,0
21Day,5.35,0,2.68,14.72,0,8.03,0,1.34,0,0,0,0,1.34,1.34,96.37,16.06,1.34,18.74,0,0,0,0,6.69,0,1.34,0,9.37,4.02,1.34,1.34,1.34,0,0,0,1.34
3Month,0.32,0.64,1.28,16.64,0.32,0,0.32,12.8,0.64,0,9.6,0.64,0,3.2,38.07,2.56,1.28,4.48,0.32,0.32,1.28,2.88,0.64,0,0.96,0,0,0.32,20.48,0.32,0,0,2.56,9.92,1.6
22Month,0,0,2.73,11.48,0,0,0,3.83,2.73,1.09,21.32,0,0,3.83,19.68,0.55,2.19,0.55,0,0,0.55,0,0,0,1.09,0.55,0,0,1.64,0,0,0,0,0,0
