stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,322.83,4.09,0,0,0,0,8.17,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,1.07,1.07,0,0,0,0,18.19,0,0,0,2.14,0,0,2.14,66.33,2.14,0,0,0,0,11.77,2.14,0,1.07,0,4.28,1.07,0,0,1.07,0,1.07,0,0,0
21Day,5.35,2.68,0,12.05,1.34,8.03,0,5.35,0,0,46.85,0,5.35,24.09,58.9,0,0,2.68,137.87,16.06,0,0,1.34,0,21.42,5.35,0,1.34,0,0,2.68,0,1.34,1.34,0,1.34,0,0,36.14
3Month,0.64,10.56,3.52,52.47,0.64,0,7.36,2.56,0.64,10.88,988.96,0.32,107.82,1724.53,26.24,32.63,8.64,15.04,893.62,27.2,9.6,1.28,8.64,10.24,4.16,0.32,5.12,2.88,0,2.24,20.8,7.04,22.72,1.6,0.32,0.32,12.16,16.96,265.24
22Month,0,5.47,2.19,16.4,0,0,6.56,3.28,0.55,4.37,1427.32,4.37,96.76,640.68,38.81,13.12,2.73,4.92,769.14,8.2,0.55,4.92,3.83,0.55,2.19,0.55,1.64,4.92,3.28,0,5.47,0.55,6.01,3.28,2.73,0,0,0,74.89
