stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,4.09,0,0,0,0,4.09,24.52,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0,1.07,0,1.07,1.07,0,1.07,0,0,0,0,2.14,6.42,0,0,0,0,0,2.14,0,0,0,0
21Day,0,0,0,4.02,0,0,0,2.68,0,0,0,0,1.34,0,1.34,1.34,0,0,1.34,5.35,0,0,0,0,0,1.34,1.34,0,2.68,0,0,0,0,0,0,1.34
3Month,0.64,9.92,2.56,93.43,0,0,7.04,2.24,0.64,59.83,27.84,0.64,95.66,12.8,4.16,122.22,3.52,24,26.24,35.51,5.76,0.64,13.44,5.44,1.6,0.64,15.68,0.32,1.28,4.16,32.95,0.32,0.96,6.08,8.64,36.79
22Month,0,8.75,6.56,24.6,0.55,0,3.28,2.73,0,12.03,54.12,5.47,126.28,6.56,6.56,78.72,1.09,4.37,16.95,24.6,0.55,9.29,18.04,0,0.55,0.55,6.56,1.64,1.09,0.55,18.59,1.09,0.55,0.55,0,30.07
