stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,89.9,20.43,0,588.44,0,0,4.09,0,4.09,0,12.26,0,0,0,0,61.3,36.78,40.86,1168.71,0,0,0,0,572.1,8610.05,0,0,16.35,0,0,0,0,0,4.09,0,0,0
72hpf,59.91,16.05,0,55.63,5.35,28.88,2.14,0,0,0,0,0,0,1.07,0,52.42,322.01,6.42,687.88,0,1.07,4.28,1.07,2461.59,1136.12,5.35,13.91,191.49,1.07,0,193.63,2.14,0,5.35,0,0,0
21Day,45.51,14.72,2.68,76.3,0,34.8,6.69,1.34,1.34,0,0,8.03,0,22.76,6.69,12.05,38.82,12.05,1390.74,0,0,21.42,0,437.7,384.16,1.34,20.08,116.45,73.62,0,45.51,1.34,24.09,5.35,6.69,0,2.68
3Month,0.64,1.92,4.48,9.28,0,0,0,10.88,0,0,0,5.44,1.28,0,16,2.24,2.24,1.92,21.12,0.32,0,3.2,0.32,0.64,0,1.6,0.32,12.48,1.28,0.64,0.32,0,0,0,70.39,0.64,0.96
22Month,0,2.73,3.83,2.19,0,0,0,2.19,1.64,0.55,0,12.03,0,0,20.23,0.55,0.55,1.09,5.47,0,0,0.55,0,0,0,0,0,6.56,0.55,0.55,0,0,0,0,4.37,0,0
