stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,0,0,0,36.78,57.21,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,6.42,0,1.07,0,0,0,0,0,0,0,1.07,0,2.14,10.7,3.21,5.35,0,0,1.07,0,53.49,14.98,0,0,0,8.56,0,0,0,0,0,6.42,0,0,0
21Day,4.02,0,0,16.06,1.34,13.39,0,6.69,0,2.68,0,0,0,8.03,1.34,0,6.69,8.03,17.4,0,1.34,1.34,1.34,30.79,9.37,1.34,0,0,9.37,1.34,0,0,2.68,2.68,4.02,0,0,6.69
3Month,0.32,2.56,1.6,18.88,0.64,0,0.32,0.64,3.52,12.48,0.64,54.07,9.6,0.64,13.12,2.56,5.76,10.56,11.2,0.96,0.64,2.56,0.96,1.92,0,1.28,0.64,0,0,1.92,13.76,1.28,0,0,1.28,6.08,11.84,16.64
22Month,1.64,8.75,2.19,15.85,0,0,1.09,0.55,2.19,53.03,6.56,149.24,9.84,4.37,28.43,1.09,4.92,21.87,16.95,0.55,7.11,2.19,0.55,2.19,0.55,3.83,4.37,0.55,0,1.09,3.28,1.64,1.09,0,0.55,1.09,0,18.04
