stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,20.43,0,28.6,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,224.75,0,0,0,4.09,0,384.12,0,0,224.75,0,0,0,0,0,0,0,0,0
72hpf,24.61,18.19,0,13.91,2.14,13.91,0,0,1.07,0,0,0,0,0,4.28,24.61,3.21,126.24,0,2.14,1.07,2.14,2082.88,140.14,1.07,9.63,108.05,0,0,24.61,1.07,1.07,4.28,0,0,0
21Day,14.72,4.02,1.34,13.39,4.02,16.06,0,4.02,0,0,2.68,1.34,4.02,1.34,4.02,6.69,4.02,77.63,0,0,2.68,0,567.54,69.6,1.34,10.71,18.74,14.72,2.68,14.72,1.34,1.34,0,0,0,4.02
3Month,0.32,2.88,0.32,3.84,0,0,0,0,0.32,0.32,5.76,1.28,0.32,2.24,0,0.32,1.92,12.48,3.2,0,0.96,0.64,5.44,0.64,1.28,0,0.64,0.64,24,0.32,0,0,0,0.96,50.23,0.64
22Month,0,1.64,0,2.19,0,0,0.55,0,2.19,0.55,15.31,0,0,3.28,0,0.55,0.55,9.84,0,0,1.64,0,1.64,0.55,1.64,0.55,0,0,57.4,0,0,0,0,0,0.55,0.55
