stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,1.07,0,0,0,0,0,2.14,0,0,3.21,18.19,0,0,1.07,0,19.26,0,0,1.07,3.21,0,0,0,1.07,2.14,0,0,0,0,0,0,0
21Day,4.02,0,1.34,10.71,0,10.71,0,0,0,4.02,0,132.51,0,0,4.02,0,10.71,0,16.06,0,0,8.03,0,13.39,6.69,0,1.34,0,4.02,10.71,0,0,0,1.34,0,0,1.34
3Month,1.28,0.96,15.04,49.27,0.32,0,19.84,0,11.84,9.6,0.32,4413.7,13.76,1.92,62.71,14.4,17.92,13.44,19.2,3.52,5.76,10.56,6.08,1.6,0.32,3.52,3.52,0,0.64,77.11,11.84,2.88,0.32,0,7.68,7.04,15.36
22Month,3.28,5.47,3.83,10.93,0,0,17.49,0.55,2.19,8.75,1.09,4174.8,2.73,1.09,13.12,0.55,2.73,8.2,14.76,0,148.14,4.92,0,1.09,0,1.64,4.37,1.64,0.55,6.56,1.09,2.19,0,0,0.55,0,13.12
