stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,16.35,0,69.47,0,0,0,0,0,0,0,0,0,0,0,16.35,28.6,57.21,16.35,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,7.49,0,18.19,13.91,0,0,0,0,2.14,0,0,0,1.07,0,4.28,22.47,29.95,5.35,0,1.07,0,0,16.05,6.42,0,0,0,2.14,0,0,0,0,0,0,0,0,0
21Day,8.03,2.68,2.68,95.04,5.35,6.69,0,2.68,1.34,0,0,2.68,0,30.79,12.05,8.03,33.46,30.79,17.4,0,0,16.06,0,4.02,5.35,0,0,0,6.69,2.68,0,0,0,0,1.34,0,0,80.31
3Month,0.32,6.4,2.56,63.67,0,0,1.92,0.32,15.36,55.03,0,21.44,87.35,3.2,68.79,2.88,5.76,63.67,8.32,1.28,0,6.08,2.56,2.56,0.32,1.6,0,0,0.96,1.92,0.32,6.08,0.64,0.32,0,3.52,1.6,152.94
22Month,0.55,18.04,3.83,36.63,0,0,3.83,0,6.01,350.95,51.39,197.34,16.4,10.93,59.59,1.64,3.83,141.04,14.76,0.55,8.75,10.93,0,1.64,0,1.09,2.19,0.55,0.55,0.55,0,7.11,1.64,2.73,0,1.64,0,38.27
