stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,4.09,65.38,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,1.07,0,3.21,1.07,2.14,0,0,0,0,0,0,0,0,0,1.07,7.49,2.14,32.09,0,1.07,1.07,0,445.03,7.49,0,0,11.77,0,0,5.35,0,0,0,0,0
21Day,6.69,1.34,0,2.68,0,8.03,0,0,0,0,0,2.68,0,2.68,0,0,4.02,1.34,76.3,0,0,37.48,0,184.72,10.71,0,1.34,13.39,5.35,6.69,0,4.02,0,0,0,0
3Month,1.28,16.32,0,22.4,0.64,0,0.32,1.28,4.16,5.76,0,9.28,5.12,0.32,4.48,1.6,6.08,1.92,151.02,15.36,0,18.24,1.28,8.64,1.28,0.32,6.72,1.28,1.28,199.33,0.32,0,1.28,2.88,21.12,1.92
22Month,2.19,8.75,0.55,3.83,0,0,1.09,0,1.09,3.83,1.64,28.97,1.64,0,1.64,0,0.55,2.73,157.98,0.55,2.73,17.49,0,6.56,1.09,2.19,9.29,3.28,0,78.17,1.09,0,0,0.55,0.55,0.55
