stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,73.56,0,0,0,0,0,0,0,8.17,0,0,0,0,0,20.43,0,36.78,0,0,0,16.35,28.6,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,27.81,2.14,0,0,0,0,0,0,0,0,0,0,0,1.07,80.23,0,21.4,0,0,0,25.67,1.07,2.14,27.81,0,0,2.14,6.42,6.42,1.07,0,0,0
21Day,6.69,0,0,45.51,2.68,4.02,0,4.02,0,0,0,0,0,0,1.34,2.68,4.02,14.72,0,73.62,0,6.69,0,62.91,2.68,1.34,14.72,2.68,0,0,13.39,95.04,1.34,0,0,1.34
3Month,0.64,16.64,0.32,57.91,0.96,0,0.64,0,1.92,2.24,0.32,0,3.84,1.6,0.32,1.92,0.96,47.67,1.28,20.8,6.72,10.24,0.32,7.68,0,2.24,0,1.28,2.24,0,0,0,0,0.96,3.84,1.28
22Month,0,10.39,0,8.75,0.55,0,0,0,0.55,4.37,0,0,4.37,1.09,1.64,1.09,0.55,6.01,2.19,18.59,1.09,5.47,0,1.64,0,2.73,0,0,0.55,0,1.09,0,0.55,0,0,0
