stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,40.86,0,0,0,0,0,0,0,16.35,0,0,0,0,28.6,600.7,8.17,12.26,0,0,0,0,0,65.38,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,65.26,2.14,3.21,0,0,0,0,0,0,0,0,0,0,60.98,1119,5.35,6.42,0,2.14,0,0,51.35,20.33,0,1.07,0,4.28,0,0,3.21,2.14,0,2.14,0,0,0
21Day,5.35,0,2.68,393.53,5.35,8.03,0,0,0,13.39,0,0,2.68,1.34,30.79,2.68,66.93,322.59,18.74,8.03,0,1.34,4.02,0,14.72,12.05,0,1.34,0,5.35,12.05,2.68,2.68,5.35,1.34,0,0,0,17.4
3Month,0.32,1.6,6.4,207.01,0.96,0,0.96,2.24,5.44,72.63,0,0,10.56,29.12,5.44,40.95,38.71,13.44,35.19,0.96,0.96,0.32,1.28,6.08,7.36,0.32,0.64,0.64,0,0,1.92,60.79,0.64,0,0,0,1.28,27.52,30.08
22Month,0.55,1.09,8.75,103.86,0.55,0,1.64,0,6.01,91.84,2.19,0,77.08,25.15,18.59,97.85,16.4,14.21,51.39,3.28,0,1.09,2.19,0,4.37,0,2.19,3.83,1.09,0,1.64,37.72,0.55,0,0,0,0,0,35.53
