stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,16.35,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,37.44,1.07,0,0,0,0,0,0,0,0,0,5.35,1.07,4.28,0,1.07,0,0,27.81,23.54,0,0,7.49,0,3.21,1.07,0,0,0,0,0
21Day,1.34,0,0,2.68,17.4,1.34,0,0,0,0,0,0,2.68,2.68,0,5.35,0,6.69,0,0,1.34,0,9.37,5.35,0,1.34,10.71,1.34,1.34,4.02,0,0,0,0,0
3Month,0.64,1.28,1.92,15.68,3.52,0,2.56,2.24,2.56,0,1016.48,3.52,0,73.91,3.2,4.16,3.2,22.72,1.92,1.92,4.16,1.28,1.28,4.16,0.32,7.04,0.32,13.76,12.8,4.8,0,0.32,2.24,2.88,4.8
22Month,0,1.09,0.55,10.39,3.28,0,1.64,0.55,4.92,2.73,853.87,1.09,1.64,31.16,0,0,3.83,20.23,0,3.28,1.09,0,2.19,1.64,3.28,16.4,0,1.09,13.12,22.41,0.55,0.55,0,0,1.64
