stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,65.38,0,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,5.35,1.07,2.14,0,0,0,0,0,0,0,0,0,0,6.42,16.05,157.26,14.98,0,1.07,0,1.07,5.35,8.56,0,0,4.28,1.07,0,3.21,0,0,0,0,0,0
21Day,12.05,1.34,0,30.79,4.02,4.02,0,0,0,0,0,0,0,0,8.03,0,0,8.03,226.21,41.49,0,1.34,2.68,0,4.02,12.05,0,0,18.74,4.02,1.34,4.02,0,1.34,0,0,0,2.68
3Month,1.28,8.32,0.64,58.23,0,0,1.28,0,0.64,2.88,3.84,0.32,102.7,6.08,0.32,53.75,2.56,14.08,226.2,30.08,4.16,0.96,1.6,10.56,0.32,0.32,0.32,0.32,0.96,3.2,15.36,4.8,0,0,0.32,1.28,5.44,2.88
22Month,0,8.2,2.19,17.49,0,0,0.55,0.55,0,4.37,9.29,1.09,139.4,2.19,2.19,110.42,0.55,0.55,333.46,45.92,0.55,9.84,2.19,0,0.55,0.55,1.09,1.09,0,0,13.67,28.43,1.64,0,0,0.55,0,3.83
