stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,36.78,4.09,4.09,0,0,0,0,0,0,0,0,0,138.94,8.17,0,24.52,0,0,0,44.95,12.26,1168.71,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,29.95,103.77,8.56,0,0,0,0,0,0,0,0,0,10.7,20.33,0,8.56,0,0,1.07,5.35,350.89,127.31,3.21,2.14,16.05,0,0,0,87.72,0,2.14,2.14,0,0,0
21Day,13.39,10.71,0,50.86,54.88,6.69,0,1.34,0,0,0,1.34,0,6.69,0,1.34,14.72,1.34,61.57,0,0,16.06,0,88.34,26.77,0,0,9.37,14.72,0,1.34,37.48,1.34,0,6.69,0,0,0
3Month,0.64,5.44,3.2,371.78,13.76,0,1.28,0.32,3.84,12.8,0.32,68.15,12.16,2.56,23.04,83.19,17.6,13.76,52.15,6.4,0.64,10.88,14.72,69.75,2.24,4.16,1.28,1.92,8,0.32,39.67,5.12,0,0,3.2,5.44,2612.71,7.04
22Month,1.09,3.83,0,173.29,3.83,0,0.55,0,1.09,5.47,8.75,54.12,0,1.09,6.56,20.23,3.28,4.92,22.96,0,1.64,2.19,3.83,19.68,0.55,0.55,0,1.09,0.55,0,43.73,3.28,0.55,0,1.09,0,20.77,1.64
