stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,77.64,65.38,0,241.1,8.17,20.43,0,12.26,0,0,12.26,0,0,0,8.17,0,49.04,208.41,518.97,764.16,0,0,0,4.09,220.67,6771.17,4.09,0,0,134.85,0,0,0,0,0,28.6,0,0,0
72hpf,65.26,23.54,0,114.47,34.23,66.33,0,27.81,0,0,2.14,0,0,0,27.81,0,84.51,146.56,14.98,322.01,0,19.26,5.35,2.14,764.9,2189.86,3.21,5.35,0,196.84,8.56,4.28,97.35,2.14,3.21,7.49,0,0,0
21Day,129.84,16.06,5.35,377.47,18.74,483.21,0,252.98,0,1.34,26.77,1.34,24.09,10.71,188.73,9.37,28.11,61.57,70.94,497.93,0,1.34,28.11,1.34,214.17,764.3,5.35,14.72,0,136.53,66.93,22.76,66.93,6.69,17.4,9.37,2.68,2.68,62.91
3Month,2.56,12.16,5.76,138.86,0.64,0,3.52,8.96,0.96,14.08,47.03,0.32,118.06,36.15,14.4,54.71,7.04,36.79,40.31,63.03,12.16,0.32,9.92,16.32,5.44,5.76,6.08,3.84,0,1.92,7.68,583.27,1.28,0,0,0.96,18.88,456.57,53.11
22Month,0,18.04,5.47,51.93,1.09,0,8.75,5.47,0,5.47,70.52,14.76,221.94,14.21,24.6,64.51,1.64,9.29,52.48,46.47,0.55,8.2,4.92,0,6.01,2.19,3.83,9.84,6.56,2.73,0.55,101.13,3.28,0.55,0,0,3.28,1.09,13.12
