stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,53.12,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,7.49,0,0,1.07,0,0,0,0,0,0,0,0,1.07,2.14,0,3.21,0,0,2.14,0,55.63,17.12,1.07,0,11.77,0,0,21.4,3.21,0,0,0
21Day,2.68,0,0,18.74,0,1.34,0,1.34,0,0,0,0,0,0,0,0,5.35,6.69,1.34,5.35,0,0,0,0,29.45,13.39,2.68,0,8.03,5.35,0,1.34,0,0,0,1.34
3Month,0,3.52,0.64,485.36,0,0,2.24,1.6,0,1.6,2.56,0,13.12,6.72,0.96,7.04,12.16,15.68,3.84,41.27,3.2,0,0.96,1.6,12.8,0.32,7.04,1.28,0,4.16,10.56,0.96,0.32,3.2,1.92,3.2
22Month,0,0.55,0,95.66,0,0,0.55,1.09,0.55,0,3.28,1.09,36.08,0.55,1.09,2.19,3.28,1.64,2.73,26.79,0.55,2.19,0,0,4.37,0.55,6.01,0,0,1.09,39.36,4.37,0,0.55,0,1.64
