stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,8.17,0,12.26,4.09,0,0,0,0,0,0,0,0,0,93.99,4.09,0,36.78,0,0,0,24.52,20.43,269.7,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,5.35,1.07,2.14,0,0,0,0,0,0,1.07,0,7.49,4.28,0,44.93,0,1.07,12.84,31.02,271.73,74.89,0,0,12.84,0,0,11.77,1.07,1.07,2.14,0,0,0
21Day,20.08,0,0,10.71,0,6.69,0,6.69,0,0,0,0,2.68,1.34,1.34,5.35,4.02,82.99,0,0,87,6.69,151.25,37.48,1.34,0,12.05,12.05,0,4.02,9.37,61.57,0,0,0,0
3Month,0.32,1.28,0.32,22.72,0,0,0.32,0,1.6,2.56,5.76,2.88,1.6,1.92,42.23,2.24,1.6,16.96,2.56,0,1.92,71.03,25.92,0,15.68,0,0,0.96,42.87,0.64,0,0,0,1.92,2.88,0.96
22Month,0,1.64,0.55,27.88,1.09,0,0,0.55,1.64,7.11,14.21,0,2.19,3.83,12.03,1.09,3.83,14.76,1.64,0.55,37.17,0.55,29.52,0,25.15,0.55,0.55,0.55,12.03,3.28,0.55,0,0,0,0,0.55
