stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.36,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,0,2.14,0,0,0,0,0,0,0,0,0,748.85,226.8,9.63,5.35,0,0,0,0,19.26,7.49,0,0,2.14,0,0,0,2.14,0,0,0,0
21Day,1.34,0,0,16.06,0,2.68,0,0,0,0,1.34,0,0,2.68,0,1541.99,62.91,2.68,14.72,0,0,0,0,10.71,5.35,0,0,10.71,4.02,0,0,0,0,0,0,0
3Month,8.64,18.24,3.52,97.9,2.24,0,1.6,0.96,0.32,5.12,16.64,42.55,14.72,1.92,33.27,7851.56,20.48,28.48,34.87,5.12,0,9.6,16.32,11.2,0.64,2.24,22.72,0.64,7.68,0.32,16.96,0,0.32,5.12,11.2,28.8
22Month,0,5.47,0.55,15.31,0,0,1.09,0,0,0.55,2.73,19.68,19.68,0.55,0,636.31,1.09,3.28,8.75,0,1.09,1.09,0,2.73,0,3.83,10.93,0,0.55,0,0,0,0,0,0,5.47
