stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,8.17,147.11,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,690.6,0,0,0,0,36.78,862.23,0,0,208.41,0,0,0,0,0,4.09,0,0,0
72hpf,47.07,13.91,81.3,46,17.12,0,0,0,0,2.14,0,1.07,0,0,1.07,12.84,25.67,2.14,983.14,0,0,14.98,0,119.82,157.26,0,1.07,800.2,1.07,1.07,18.19,1.07,0,18.19,0,0,0
21Day,66.93,5.35,41.49,12.05,16.06,0,1.34,0,0,0,0,1.34,0,4.02,2.68,1.34,10.71,1.34,681.31,0,0,25.43,1.34,45.51,36.14,0,1.34,140.55,21.42,1.34,4.02,0,5.35,6.69,0,0,2.68
3Month,0.32,1.92,40.31,2.88,0,0.32,0,3.84,1.28,1.6,0.64,9.28,0.64,0.32,3.2,1.92,8.64,1.92,108.46,8,0,4.48,8.32,0,0.96,0,0,8.96,1.28,53.75,7.36,0,0,1.28,4.48,5.12,3.52
22Month,0.55,8.75,52.48,2.73,0,0.55,0,1.64,0,7.11,10.93,32.8,1.09,0.55,4.92,0.55,1.64,6.56,111.52,3.28,0.55,12.57,0,1.09,1.09,1.64,1.09,1.09,0.55,28.97,36.63,0.55,0,1.64,2.73,0,2.19
