stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,8.17,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,13.91,7.49,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,25.67,0,0,0,0,3.21,2.14,0,0,10.7,0,0,0,1.07,0,0,0,0,0
21Day,0,0,0,17.4,24.09,1.34,0,0,0,0,0,0,0,0,2.68,0,1.34,0,72.28,0,0,0,0,4.02,0,0,0,13.39,0,0,1.34,5.35,9.37,2.68,0,0,1.34
3Month,0.96,1.28,0.64,51.51,13.44,0,0.96,0,0.96,3.84,15.04,10.88,4.16,1.28,6.08,1.92,37.11,3.2,180.13,8.96,0,66.87,0.96,1.28,0,0.64,0.32,82.87,2.24,9.28,0.64,0.32,0,0.32,1.6,11.52,1.92
22Month,0,2.19,0,2.73,13.67,0,0.55,0,0.55,2.19,1.09,13.67,0.55,0,2.73,0,3.28,1.64,33.35,1.09,1.09,35.53,0,0.55,0,0,2.19,32.8,0,13.12,0,0,0,0.55,0.55,0,0.55
