stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,69.47,118.51,0,396.38,12.26,8.17,0,0,0,4.09,0,4.09,0,0,4.09,0,40.86,461.76,290.13,894.92,0,0,8.17,0,147.11,7396.39,4.09,0,0,102.16,0,0,0,0,0,0,4.09,0,0,0
72hpf,42.79,17.12,0,118.75,8.56,27.81,0,8.56,0,0,0,0,4.28,0,33.16,0,83.44,155.12,13.91,226.8,0,28.88,2.14,2.14,356.24,1182.12,2.14,8.56,0,127.31,10.7,0,1.07,43.86,1.07,0,4.28,0,0,0
21Day,115.11,4.02,1.34,293.14,0,204.8,0,135.19,1.34,10.71,1.34,0,13.39,5.35,157.95,5.35,18.74,53.54,48.19,261.01,1.34,0,16.06,1.34,112.44,489.9,2.68,5.35,0,72.28,26.77,0,10.71,44.17,0,14.72,2.68,0,0,70.94
3Month,1.28,2.24,1.28,129.9,0,0,2.24,9.28,13.76,57.91,0,0,63.03,52.15,18.56,20.48,7.04,27.84,32.31,28.48,6.72,0,8,4.8,1.6,5.44,3.84,2.56,0,0.32,6.72,0.32,729.16,0.64,0,0,0,10.24,329.23,86.71
22Month,3.83,12.03,6.56,47.01,0,0,9.84,8.2,9.29,71.07,7.11,0,132.84,21.32,45.37,102.22,0.55,9.84,75.98,28.43,1.09,6.56,5.47,0.55,4.37,0.55,5.47,3.28,9.29,0.55,1.09,0,197.89,1.64,0.55,0,0.55,0.55,1.09,23.51
