stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,40.86,0,0,0,0,0,8.17,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,10.7,5.35,7.49,0,0,0,0,0,0,1.07,0,4.28,27.81,68.47,21.4,0,2.14,0,0,1331.89,69.54,0,1.07,0,18.19,0,1.07,9.63,2.14,1.07,1.07,0,0
21Day,2.68,0,1.34,16.06,1.34,12.05,2.68,0,0,0,1.34,1.34,2.68,6.69,1.34,10.71,58.9,34.8,0,0,0,0,389.51,12.05,0,0,0,16.06,18.74,0,1.34,2.68,6.69,2.68,0,1.34
3Month,0,0.64,0,8,0.96,0,0,0,1.92,0,7.36,1.92,0.32,26.88,1.6,10.24,149.42,9.6,7.68,0,1.28,0.96,9.6,1.92,0,0,0,0,1.28,9.92,0.32,0,0,0.32,29.76,0.96
22Month,0,0.55,0,4.92,0,0,0,2.19,3.28,1.64,25.15,1.64,1.64,9.84,0,1.64,113.16,38.27,2.73,0.55,0.55,0,13.12,1.64,0.55,1.64,1.09,0,1.09,11.48,3.28,0,0,0,0.55,0.55
