stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,12.05,0,2.68,76.3,1.34,17.4,0,1.34,0,1.34,0,2.68,0,4.02,0,5.35,1716,4.02,22.76,0,0,5.35,0,26.77,12.05,0,0,8.03,12.05,2.68,2.68,0,17.4,0,0,0,4.02
3Month,0,1.28,1.92,680.21,0.32,0,0.32,0,1.92,5.44,0,11.84,6.08,0.96,5.44,3.84,25.6,14.4,4.48,0.96,0,1.28,1.6,4.8,0,0.32,0.64,0,0.64,1.92,0,0,0,0.64,1.28,1.92,1.92
22Month,0.55,6.01,10.93,390.31,0.55,0,1.64,0,2.73,7.11,1.64,25.69,2.19,0.55,4.37,2.19,50.29,38.81,6.01,0,3.83,0.55,0,16.95,0.55,0.55,1.09,1.64,0,0.55,0.55,0.55,0,0,0.55,0,0
