stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,0,0,1.07,0,0,0,0,0,0,0,5.35,0,3.21,28.88,0,11.77,0,11.77,0,0,9.63,4.28,0,0,0,4.28,0,0,1.07,1.07,0,1.07,0,0,0
21Day,0,1.34,5.35,50.86,0,0,2.68,0,0,9.37,0,0,2.68,0,22.76,8.03,5.35,36.14,22.76,14.72,0,1.34,0,1.34,2.68,0,0,0,0,2.68,6.69,0,4.02,0,0,0,0,0,21.42
3Month,0.96,31.67,34.23,626.14,0.32,12.48,6.72,2.24,246.04,208.61,0.96,0,755.4,159.97,41.91,931.37,39.35,213.73,214.05,199.01,66.55,1.92,11.84,29.76,4.48,3.52,6.08,2.56,0,2.24,23.36,0,57.27,0.32,0.64,3.52,16.96,16.96,333.71
22Month,1.09,135.02,50.84,381.02,0,18.04,9.84,1.64,108.24,306.67,154.16,0,2107.35,116.98,92.38,750.56,18.04,71.07,277.7,294.65,12.03,61.77,10.93,1.09,6.56,2.19,6.01,2.73,6.56,3.28,7.65,0.55,81.45,10.39,2.73,2.19,20.77,0.55,226.32
