stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,12.26,0,57.21,163.46,0,0,0,0,0,0,0,0,0,0
72hpf,21.4,2.14,0,7.49,5.35,14.98,0,0,0,0,0,0,17.12,5.35,14.98,0,2025.11,136.93,3.21,8.56,22.47,1.07,0,13.91,1.07,3.21,4.28,0
21Day,5.35,1.34,1.34,13.39,0,17.4,1.34,0,1.34,6.69,4.02,1.34,9.37,2.68,13.39,2.68,744.22,60.23,4.02,8.03,12.05,25.43,0,6.69,0,9.37,1.34,5.35
3Month,0,0,0,0.32,0,0,0,0,0,0,0.64,0,0,0,0,0,1.28,0,0.32,0.32,0,0,0.32,0,0,0,0,0.32
22Month,0,0,0,0,0,0,0,0.55,3.28,0,0.55,0,0,0,0.55,0,0.55,0,0.55,0,0,0,3.28,0,0,0,0,0
