stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,16.35,0,57.21,0,4.09,0,0,0,0,0,24.52,0,0,0,0,0,8.17,0,8.17,0,0,0,0,4.09,20.43,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,16.05,2.14,1.07,0,0,0,1.07,0,0,0,0,0,0,5.35,85.58,1.07,14.98,0,0,0,1.07,10.7,10.7,0,0,39.58,0,1.07,2.14,0,0,0,0,0,0
21Day,1.34,2.68,4.02,54.88,1.34,0,0,0,0,0,0,0,0,0,0,6.69,1.34,54.88,1.34,101.73,0,0,6.69,0,10.71,6.69,0,2.68,54.88,4.02,1.34,8.03,1.34,4.02,1.34,0,0,1.34
3Month,0.32,309.39,5.12,123.82,1.28,0,2.88,4.48,12.48,14.08,0.64,0,95.98,7.36,0.32,219.81,5.12,95.02,14.72,96.62,39.35,0.32,6.4,1.28,1.92,1.28,1.28,0.64,2.24,4.16,45.75,0.96,0,0,1.6,4.8,36.47,8.32
22Month,0,144.32,6.56,31.16,0.55,0,1.64,0.55,12.57,23.51,3.28,0,144.86,1.09,0.55,219.21,1.09,13.12,7.65,56.31,4.92,4.37,3.28,0.55,0.55,0.55,2.19,1.09,0,0.55,55.21,2.19,0.55,0,0,0.55,0,2.19
