stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,36.78,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,8.17,61.3,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,9.63,1.07,0,0,0,0,0,0,0,0,0,0,32.09,0,6.42,0,0,0,0,66.33,28.88,0,0,0,5.35,0,0,4.28,0,2.14,0,0,0
21Day,4.02,0,0,48.19,1.34,1.34,0,0,0,0,1.34,0,0,0,0,33.46,0,14.72,0,0,4.02,0,46.85,20.08,0,0,0,1.34,2.68,0,5.35,4.02,1.34,0,0,1.34
3Month,0,0.96,0.32,35.83,0.32,0,0,1.92,2.88,0,11.2,3.2,0,2.88,1.28,16.32,1.6,6.72,2.88,0,0.96,0.32,0.32,0,0.96,0.64,0,0.32,1.92,1.6,0,0,0,1.92,1.28,2.88
22Month,0.55,4.37,1.64,15.85,0,0,1.09,2.19,12.03,3.83,86.37,2.19,2.19,13.12,0,5.47,9.29,8.2,0,3.83,2.19,0,2.73,0.55,2.73,2.19,0.55,0,0,1.09,2.19,0,0,0.55,0,3.28
