stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,8.17,0,32.69,0,0,0,4.09,53.12,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,4.28,0,7.49,2.14,0,0,0,0,0,0,0,0,0,6.42,23.54,0,29.95,0,1.07,0,7.49,12.84,0,20.33,0,0,5.35,0,0,0,0,0
21Day,5.35,5.35,0,64.25,2.68,9.37,0,0,0,0,1.34,0,1.34,0,0,30.79,1.34,22.76,0,0,4.02,8.03,4.02,0,13.39,2.68,0,1.34,1.34,1.34,0,0,4.02
3Month,0,8.32,5.76,91.51,0.64,0,0.32,0.32,7.36,2.24,8.32,3.52,0,31.67,1.92,42.87,0.64,21.76,4.48,0,1.92,0.96,0.32,0.32,0.96,0.32,2.88,0,0,0.32,1.28,1.28,2.88
22Month,0,12.03,2.73,25.69,0,0,0.55,0.55,4.37,2.73,17.49,0.55,0,28.43,1.09,8.75,1.09,13.67,0.55,1.64,1.09,0,0.55,1.09,0,1.09,1.09,0,0,0,0.55,0,0.55
