stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,20.43,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,8.17,16.35,0,0,0,0,4.09,85.81,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,3.21,3.21,5.35,0,0,0,0,0,1.07,0,0,0,4.28,19.26,1.07,7.49,0,1.07,0,0,65.26,35.3,0,0,0,12.84,0,0,6.42,2.14,0,2.14,0,0,0
21Day,5.35,0,4.02,22.76,0,8.03,8.03,0,1.34,0,0,8.03,2.68,9.37,1.34,1.34,16.06,4.02,21.42,0,1.34,1.34,0,37.48,25.43,2.68,1.34,0,8.03,6.69,0,5.35,0,2.68,0,0,0,4.02
3Month,0,1.28,0.96,50.23,0.64,0,1.28,5.76,16,0,0,33.27,4.16,0.96,27.84,2.24,17.28,5.76,9.92,2.56,0,5.12,1.28,2.56,0.96,1.6,1.92,0,0.64,2.56,13.44,0.64,0,0,0.96,3.52,4.48,5.44
22Month,0.55,3.83,1.09,11.48,0,0,0,1.09,25.15,11.48,0,83.09,3.28,2.19,16.95,0.55,1.64,8.2,7.11,0.55,3.83,4.37,0.55,0.55,0.55,1.09,0.55,0.55,0,0.55,1.64,0.55,0.55,0,0,1.09,0,0
