stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,32.69,0,0,0,0,24.52,49.04,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,114.47,20.33,0,27.81,11.77,0,0,0,0,0,0,1.07,0,0,0,3.21,37.44,4.28,126.24,0,1.07,2.14,0,2089.3,84.51,13.91,8.56,0,83.44,1.07,1.07,13.91,1.07,5.35,9.63,0,0,0
21Day,115.11,4.02,4.02,105.74,52.2,0,1.34,0,0,4.02,0,2.68,0,5.35,9.37,4.02,30.79,6.69,132.51,0,1.34,26.77,0,1610.26,38.82,14.72,34.8,0,65.59,29.45,1.34,38.82,25.43,29.45,8.03,1.34,0,6.69
3Month,4.8,58.87,0.96,130.86,0,0.32,0.32,3.84,1.6,5.44,0,15.36,7.36,1.28,7.04,4.16,50.23,4.8,65.91,4.8,0.64,3.84,0.96,68.47,2.24,23.04,32.31,0,0.96,2.24,10.56,163.81,0.32,0,23.68,16.96,8,4.48
22Month,2.19,43.73,1.64,103.86,0,2.19,0,0,1.64,20.77,336.74,42.64,7.65,3.83,6.56,1.64,14.21,7.65,22.41,0.55,0,4.37,0.55,73.8,5.47,39.36,116.44,1.09,0,0.55,13.12,627.56,11.48,0,17.49,14.21,0,2.73
