stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.34,0,1.34,0,0,0,1.34,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69
3Month,0.64,3.52,0.32,14.4,0.32,0,1.92,0.32,3.52,457.85,0,17.92,7.68,1.92,5.12,2.24,5.76,13.44,8,0,2.24,1.92,0.32,1.28,0.64,0,0.32,6.08,4.16,0.32,0,0,2.88,4.16,192.93
22Month,0,6.01,1.09,4.92,0,0,2.73,0.55,1.09,814.52,4.37,28.97,1.64,1.64,6.01,0.55,0.55,33.35,4.37,1.09,1.09,0,0.55,1.09,1.09,0.55,0.55,2.19,0,0.55,1.09,0.55,0,0,205
