stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,8.17,4.09,85.81,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,1.07,0,9.63,12.84,1.07,0,1.07,0,0,0,0,0,0,0,0,2.14,3.21,0,2.14,0,1.07,0,1.07,49.21,31.02,2.14,6.42,0,0,11.77,0,0,2.14,0,0,0
21Day,5.35,0,4.02,20.08,10.71,1.34,0,0,0,0,0,0,0,0,1.34,0,0,5.35,0,8.03,0,0,1.34,1.34,13.39,8.03,2.68,1.34,1.34,1.34,4.02,5.35,1.34,0,0,0,1.34
3Month,0,1.6,1.6,192.61,6.08,0,0.96,0.96,0.32,4.16,6.72,0,34.87,10.24,0.64,19.2,17.28,15.04,6.08,10.24,1.6,0.32,6.08,40.95,72.63,2.24,22.08,1.92,3.84,79.03,0.64,0,0,0.32,1.28,1065.75,4.16
22Month,1.09,2.73,4.37,84.18,1.09,0,1.09,0,0,2.19,8.75,3.83,134.48,5.47,0.55,28.43,4.92,3.28,6.01,15.31,0,7.11,1.09,3.83,26.24,0.55,20.77,0.55,1.09,30.61,1.64,1.09,0,0,0.55,4.92,2.19
