stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,3.21,3.21,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,159.29,2.68,18.74,0,0,0,0,0,0,4.02,0,0,1.34,21.42,42.83,5.35,17.4,0,1.34,0,0,9.37,1.34,0,0,0,2.68,4.02,0,0,0,6.69,0,0,0
3Month,0.96,6.08,6.08,2080.95,0.96,0,4.48,0.96,0.32,5.44,24.96,0,85.43,53.11,4.8,40.95,45.75,1154.38,17.6,38.71,12.48,0,21.76,17.6,5.76,0.32,10.56,0.64,0,0.96,39.99,35.19,0.64,0.32,0,14.4,20.8,26.56
22Month,0.55,12.57,0,1514.78,0.55,0,21.32,1.09,0,14.21,20.77,3.28,134.48,6.56,2.19,16.95,3.83,868.09,41,31.71,0,6.01,5.47,0,2.73,0,1.64,2.73,3.28,1.09,2.73,2.19,1.09,0.55,0,1.64,1.09,6.01
