stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,9.63,6.42,0,0,0,0,0,0,0,0,0,0,0,4.28,0,1.07,0,0,1.07,0,2.14,7.49,0,0,0,3.21,0,0,4.28,1.07,0,0,0
21Day,1.34,0,0,14.72,1.34,4.02,0,2.68,0,0,0,0,0,0,0,1.34,13.39,0,0,0,0,0,0,5.35,5.35,1.34,0,0,0,0,1.34,2.68,0,0,0,0
3Month,0,0.64,2.24,56.63,1.6,0,0,0,4.8,1.92,0,55.03,1.92,0.32,25.28,6.08,1.92,3.2,2.24,0.32,0,1.28,0.96,9.6,0,1.6,0.32,0,0,1.6,13.76,0.64,0,0.32,357.7,0.64
22Month,0,0,1.09,6.01,0.55,0,1.09,0,2.19,0.55,0,61.23,0,0,19.13,1.09,0,1.64,1.09,0,2.19,0.55,0.55,0.55,0,1.64,0,1.09,0,1.09,37.72,1.64,0,0.55,1.09,0.55
