stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,12.26,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,6.42,263.17,2.14,0,0,0,0,0,0,0,0,0,0,1.07,40.65,0,19.26,0,0,0,0,40.65,6.42,12.84,0,10.7,0,0,2.14,3.21,0,0,22.47,0,0,0
21Day,4.02,0,5.35,8.03,788.4,14.72,0,2.68,0,0,1.34,0,0,0,1.34,0,1.34,132.51,2.68,9.37,0,9.37,1.34,0,12.05,9.37,37.48,0,4.02,18.74,0,5.35,5.35,0,2.68,1.34,0,0,2.68
3Month,0,1.6,1.92,51.51,569.19,0,0.32,0.96,0.32,1.92,7.04,0,20.48,6.72,1.6,13.76,2.88,32.31,7.04,49.91,19.52,0.64,2.56,6.4,10.24,0,153.58,1.28,0,11.2,0.32,100.78,1.28,0,0,4.48,2.24,67.51,2.88
22Month,1.09,1.09,0.55,33.89,143.22,0,2.19,0.55,0,1.09,6.56,1.09,26.24,2.19,1.09,2.73,0,18.04,6.56,79.81,2.73,1.09,3.28,0,0.55,0.55,149.24,1.64,0,0,0,126.28,0.55,0.55,0,1.64,0,0,4.92
