stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,12.26,0,0,0,0,20.43,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,5.35,101.63,0,1.07,0,0,0,0,0,0,6.42,0,0,71.68,0,12.84,0,0,0,0,20.33,22.47,0,0,0,8.56,0,0,2.14,0,0,0,0,0,0
21Day,10.71,0,0,153.93,160.62,0,45.51,0,2.68,0,0,0,0,4.02,0,4.02,219.52,1.34,45.51,0,0,5.35,0,13.39,16.06,0,0,0,4.02,8.03,0,6.69,4.02,2.68,6.69,0,0,0
3Month,1.28,27.2,0.96,65.91,0,0.64,0,4.8,4.48,7.36,0,15.68,6.4,1.6,9.28,4.48,5.12,4.8,20.16,5.12,0.32,2.56,1.28,0.64,0,0.32,0.32,0,0.32,6.08,6.4,1.28,0,0,0.32,812.03,4.48,2.88
22Month,2.19,61.77,1.64,48.65,0,1.09,0,1.09,3.28,2.73,16.4,713.93,2.73,1.64,3.83,1.64,1.09,1.64,7.65,0.55,5.47,2.19,0,2.19,0,0,0,1.64,0.55,1.09,1.64,0.55,0,0,0,276.06,0,1.09
