stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,8.17,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,16.35,12.26,20.43,0,0,0,0,4.09,343.26,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,9.63,4.28,0,17.12,1.07,2.14,0,0,0,0,0,0,1.07,0,0,0,8.56,25.67,1.07,24.61,0,2.14,0,0,332.71,155.12,1.07,2.14,0,23.54,1.07,0,23.54,3.21,2.14,5.35,0,0,0
21Day,14.72,0,6.69,41.49,5.35,14.72,6.69,0,0,1.34,0,0,1.34,0,6.69,1.34,4.02,21.42,4.02,53.54,0,0,0,0,105.74,73.62,0,1.34,0,17.4,5.35,2.68,13.39,0,14.72,1.34,0,0,9.37
3Month,0.64,3.84,1.28,42.23,0,0,0.32,0.32,3.52,8,0.32,0,37.43,9.28,2.24,22.4,3.52,13.44,12.48,12.48,3.84,0.32,3.2,2.24,3.84,1.28,2.24,3.52,0,0.96,0.96,130.22,0.96,0.32,0,0,7.04,25.6,13.76
22Month,0,7.11,1.64,19.13,0,0,1.09,0,1.64,11.48,4.92,0,76.53,4.92,5.47,26.24,0,0.55,13.12,21.32,0,2.73,1.64,0,2.73,0.55,3.28,8.75,0.55,0,0.55,29.52,2.73,1.09,0,0,0,0,10.39
