stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,3.21,0,0,0,0,0,0,0,1.07,2.14,0,3.21,0,0,0,300.61,8.56,1.07,0,10.7,0,0,2.14,16.05,9.63,2.14,0,0,0
21Day,4.02,1.34,2.68,24.09,1.34,21.42,1.34,0,0,2.68,0,13.39,4.02,5.35,16.06,4.02,26.77,0,5.35,0,843.28,18.74,2.68,0,18.74,28.11,0,0,9.37,24.09,5.35,0,0,4.02
3Month,0,0,0,9.6,0,0,0,0.32,0,2.56,0.64,0.32,2.24,0.32,0.32,1.6,2.24,0,0.32,0.32,6.08,0,0.96,0,0,0,20.48,1.92,0,0,0.32,0.32,14.08,0.64
22Month,0,0,0.55,13.67,0,0,0,1.64,2.73,9.84,0.55,0,2.73,0,0,0.55,4.92,0.55,0,0,4.37,0,0.55,0.55,0,0.55,15.31,4.37,1.64,0,0,0,0,0.55
