stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,1.07,0,0,160.47,5.35,0,0,2.14,0,0,1.07,0,0,0,0
21Day,2.68,0,1.34,2.68,4.02,0,1.34,0,0,0,0,0,0,1.34,0,0,1.34,1.34,0,0,0,0,87,9.37,1.34,0,0,4.02,0,0,0,0,0,1.34
3Month,0,0.64,0.96,2.88,0,0.32,0,0,1.28,0,2.88,1.6,0.32,1.28,0.64,1.28,1.92,1.6,0.32,0,0.64,0.32,1.6,0,2.56,0,0,0.32,1.92,0,0,0.64,1.28,1.6
22Month,0,5.47,0.55,6.56,0,1.09,0,1.64,4.37,2.73,38.27,2.73,0.55,6.56,0,1.09,6.01,10.93,0,3.28,1.64,1.09,1.64,0,3.83,1.64,0,0,1.09,0.55,1.09,0,0,1.09
