stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
72hpf,31.02,16.05,0,41.72,71.68,89.86,6.42,0,0,0,0,3.21,0,99.49,94.14,5.35,1513.75,0,3.21,2.14,1.07,523.13,237.49,3.21,4.28,113.4,4.28,0,63.12,10.7,1.07,4.28,0
21Day,131.18,17.4,6.69,520.69,17.4,271.72,41.49,6.69,22.76,107.08,9.37,101.73,53.54,33.46,234.24,70.94,1382.7,1.34,2.68,41.49,0,559.51,242.27,5.35,14.72,155.27,107.08,1.34,53.54,26.77,77.63,10.71,81.65
