stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07,4.28,0,1.07,0,0,2.14,0,1.07,0,0,3.21,0,2.14,0,0,1.07,0,0,0
21Day,1.34,1.34,1.34,16.06,0,2.68,0,1.34,0,0,2.68,0,0,0,0,5.35,0,2.68,0,0,6.69,0,0,5.35,0,1.34,0,0,1.34,0,0,0,0,1.34
3Month,0,1.92,1.6,77.11,0.32,0,2.24,12.48,0.96,0,227.16,1.6,0.32,18.56,0.96,15.04,2.88,5.76,0.96,0.64,5.12,1.6,0.64,0,2.88,13.44,0,0.32,4.16,5.44,0,15.68,4.16,4.16
22Month,0,0.55,2.73,34.99,0,0,1.09,3.83,2.19,9.84,297.38,0.55,1.09,16.4,0.55,5.47,2.19,2.73,0.55,9.84,2.19,0,2.19,0,2.73,3.83,0.55,0.55,0.55,1.64,0.55,0.55,0,0.55
