stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,8.17,0,0,0,0,0,0,0,0,24.52,0,0,0,0,4.09,0,0,0,0,0,0,0,0,24.52,0,0,0,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,0,2.14,1.07,0,2.14,0,0,0,0,14.98,2.14,0,0,0,0,0,9.63,0,0,0,0,0
21Day,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,1.34,0,0,0,0,10.71,5.35,0,0,0,0,0,10.71,0,0,0,0,0
3Month,0.64,3.2,0,19.84,0.32,0,1.6,0.32,0.32,16,4.48,0,0,27.52,9.6,1.92,10.24,2.24,5.44,4.48,8.64,0.96,0.32,1.6,1.6,1.28,0,2.56,0.32,0,0.32,5.44,825.79,1.6,0.96,4.16,336.59,5.76
22Month,0,0.55,2.73,4.37,0,0,0,0,0.55,18.04,3.28,2.19,0,44.28,1.64,0,4.37,0.55,1.09,2.19,1.64,0.55,2.73,0.55,1.64,0.55,1.09,1.09,0,319.25,0.55,0.55,377.74,1.64,0,0.55,1.09,1.64
