stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,98.07,817.28,0,1789.85,0,0,0,12.26,0,0,0,0,4.09,0,0,0,32.69,772.33,28.6,1070.64,0,0,0,0,265.62,1062.47,0,0,0,138.94,0,0,0,0,0,0,4.09,0,0,0
72hpf,111.26,1445.29,0,192.56,123.03,63.12,0,4.28,0,0,1.07,1.07,1.07,0,1.07,0,130.51,368.01,29.95,2278.66,0,38.51,148.7,0,941.42,537.04,1.07,50.28,0,4877.18,3.21,0,1.07,150.84,2.14,3.21,72.75,0,0,0
21Day,131.18,417.62,5.35,871.39,38.82,149.92,0,16.06,4.02,1.34,4.02,2.68,26.77,4.02,37.48,10.71,46.85,156.61,38.82,7265.56,8.03,0,622.42,2.68,460.46,123.15,2.68,89.68,0,3094.69,206.13,0,17.4,26.77,29.45,73.62,30.79,1.34,0,36.14
3Month,2.24,82.55,0.96,146.54,6.08,0,2.88,0,2.56,8.96,36.15,0.96,29.44,9.6,1.6,8.96,0.96,27.52,15.68,786.12,470.97,0,26.88,4.16,8.32,3.2,2.56,6.08,0,67.19,5.44,0.64,15.04,0.96,0,0,0.96,15.36,2.88,7.36
22Month,0.55,82.54,0,128.46,0.55,0,3.28,0.55,1.64,4.37,7.11,424.2,48.65,3.28,2.19,9.29,0.55,6.56,2.73,358.06,24.05,1.09,15.85,0,4.92,2.73,2.19,4.92,1.64,25.69,1.09,0,22.96,1.64,2.19,0,1.64,2.73,0,4.37
