stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49.04,8.17,0,73.56,0,0,0,0,0,0,4.09,0,0,0,0,4.09,24.52,32.69,49.04,0,0,0,0,147.11,8920.62,8.17,0,0,8.17,0,0,0,0,0,4.09,0,0,0
72hpf,80.23,10.7,0,55.63,9.63,72.75,0,0,1.07,0,0,0,0,3.21,0,11.77,93.07,13.91,63.12,0,1.07,4.28,2.14,7273.51,2426.29,26.74,56.7,0,108.05,2.14,0,219.31,7.49,7.49,13.91,0,0,0
21Day,32.12,2.68,6.69,99.05,8.03,81.65,6.69,1.34,0,0,0,5.35,2.68,25.43,10.71,6.69,48.19,17.4,70.94,0,0,9.37,0,2932.73,1333.18,20.08,50.86,0,32.12,96.37,5.35,180.7,29.45,33.46,17.4,0,0,8.03
3Month,0.64,0.64,0.64,7.36,0,0,0.64,1.28,4.16,0,0,9.28,2.56,0.32,2.88,1.6,1.28,0.96,2.88,0.32,0,1.28,0.64,45.43,10.56,37.11,3.52,0,0,0.64,14.4,9.92,4.16,0,1.92,0.96,41.27,1.6
22Month,2.73,1.09,0.55,3.28,1.09,0,0,0.55,3.28,1.64,0,25.69,0.55,0.55,1.09,0.55,0,2.19,6.01,0,1.09,0,0,47.56,6.56,38.27,10.39,0.55,1.09,0.55,60.68,10.39,1.09,0,2.73,0,0,0
