stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,24.52,0,0,0,4.09,81.73,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,6.42,4.28,0,14.98,12.84,4.28,0,0,0,0,0,0,0,1.07,0,3.21,16.05,1.07,23.54,0,4.28,0,651.5,68.47,1.07,1.07,62.05,0,0,9.63,1.07,0,29.95,0,0,0
21Day,6.69,0,1.34,16.06,8.03,8.03,0,1.34,0,0,0,1.34,1.34,4.02,4.02,0,4.02,4.02,95.04,0,32.12,1.34,339.99,70.94,0,4.02,210.15,10.71,0,13.39,0,8.03,41.49,0,0,1.34
3Month,0.64,1.92,0,10.24,0,0,0.96,0.64,0,1.92,0,6.08,1.6,0.64,2.88,0.32,2.88,0.96,55.99,2.24,12.48,0,8.96,2.88,0.96,0.96,3.2,0.32,5.76,19.52,0,0,10.56,0.32,0.64,1.92
22Month,1.09,0.55,0,2.19,3.83,0,1.64,0,0.55,2.73,0.55,12.57,0.55,1.09,1.64,0,2.19,2.73,127.37,0.55,5.47,0,6.56,1.64,1.09,0.55,2.73,0,13.12,73.8,1.09,0,2.19,2.19,0,1.09
