stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,8.17,0,0,0,0,12.26,1058.38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,1.07,6.42,3.21,25.67,0,0,0,0,0,0,0,0,0,3.21,22.47,5.35,27.81,0,0,1.07,1.07,154.05,558.43,0,12.84,51.35,0,0,1447.43,1.07,2.14,0,0,0,0
21Day,16.06,0,16.06,1.34,13.39,0,4.02,0,0,0,1.34,0,6.69,1.34,1.34,9.37,1.34,53.54,0,0,21.42,0,29.45,76.3,0,6.69,26.77,4.02,0,476.52,4.02,4.02,2.68,0,0,1.34
3Month,0,1.28,15.36,1.28,0,0,0,1.6,0.96,0.32,31.67,1.6,0.64,1.92,1.92,0.64,1.6,13.76,0.32,0,0.32,0,2.24,0.64,0,3.84,0.32,0.64,0.96,25.92,0,0,0.96,0.64,0.32,2.24
22Month,0,2.73,32.8,8.75,0,1.09,0,2.19,6.56,2.19,45.92,1.64,0.55,8.2,0.55,4.92,5.47,90.2,0.55,1.09,0.55,3.83,8.75,26.79,3.28,11.48,0,0,2.73,45.37,0,0,5.47,0.55,0,1.64
