stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,32.69,0,0,0,0,0,0,0,4.09,0,0,0,8.17,4.09,28.6,102.16,0,0,0,53.12,1099.24,0,0,24.52,0,0,0,0,0,4.09,0,0,0
72hpf,7.49,4.28,0,26.74,4.28,10.7,0,1.07,0,0,0,0,0,1.07,0,7.49,13.91,5.35,42.79,0,0,1.07,537.04,213.96,0,1.07,39.58,0,0,24.61,1.07,1.07,1.07,0,0,0
21Day,20.08,1.34,2.68,50.86,1.34,33.46,0,10.71,0,1.34,0,1.34,0,25.43,2.68,2.68,10.71,14.72,78.97,0,0,4.02,234.24,85.67,1.34,2.68,28.11,8.03,0,13.39,5.35,4.02,2.68,0,0,16.06
3Month,0,0.64,0,12.8,0.32,0,0.96,0,0.64,3.84,0,7.04,4.16,0,3.84,0.96,3.84,2.56,3.52,0.64,0,0.96,0.64,0.32,0,0.32,0.32,0,8.96,0,0,0,0.32,0.96,13.12,4.8
22Month,0,2.73,0,3.83,0,0,0,0,0.55,3.28,1.64,18.59,2.73,1.64,3.28,0.55,1.09,6.56,4.37,0,1.09,0.55,0.55,0,0.55,1.09,0,0.55,2.19,0,0,0,0,0.55,0,3.83
