stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,24.52,106.25,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,18.19,6.42,0,8.56,1.07,20.33,0,0,1.07,0,0,0,0,0,4.28,28.88,3.21,33.16,0,0,0,2174.89,127.31,9.63,8.56,32.09,3.21,0,23.54,1.07,1.07,2.14,0,0,0
21Day,8.03,1.34,1.34,34.8,0,17.4,1.34,0,0,0,4.02,0,4.02,2.68,2.68,9.37,4.02,44.17,0,0,0,683.99,57.56,12.05,6.69,9.37,20.08,1.34,9.37,9.37,5.35,4.02,0,0,0
3Month,0,0.32,0,7.04,0,0,0,1.92,1.6,0,12.16,0.64,0.32,3.52,0.64,2.56,0.32,1.28,0.64,0,0.32,9.28,0.64,4.16,0.64,0,0.96,32.31,0.64,0,0,0,2.24,5.12,1.28
22Month,0,0.55,0,2.73,1.09,0,0,1.09,4.37,0.55,42.09,0.55,2.19,4.37,0.55,0.55,2.19,7.11,0.55,0.55,0,9.84,1.09,7.65,3.83,0,0,29.52,3.28,0,0,0,0.55,0,0.55
