stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,20.43,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,110.33,0,0,0,0,32.69,40.86,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,10.7,7.49,0,17.12,2.14,10.7,0,0,0,0,0,0,0,0,0,0,2.14,13.91,6.42,50.28,0,1.07,1.07,0,1351.15,35.3,3.21,4.28,41.72,0,0,12.84,1.07,3.21,0,0,0
21Day,14.72,1.34,1.34,14.72,0,24.09,0,0,0,0,1.34,0,1.34,0,9.37,8.03,2.68,18.74,1.34,42.83,0,0,8.03,0,717.45,22.76,2.68,5.35,37.48,20.08,0,14.72,4.02,2.68,0,0,6.69
3Month,0.32,2.24,0.64,35.83,0,0,0.32,0.32,0.32,12.48,1.6,0.32,10.24,0.64,0.64,3.2,12.8,4.48,2.56,43.83,3.2,0,3.52,6.72,108.78,1.28,13.44,1.28,0,0.64,1.92,1.28,0,1.6,0.96,1.28,2.88
22Month,0.55,12.03,0.55,31.71,0,0,1.64,0.55,0.55,4.37,4.37,4.92,55.76,2.19,1.09,3.28,0,0.55,4.37,31.71,1.09,0,3.83,0.55,89.1,0.55,9.84,1.64,0,0,2.73,7.11,0,1.09,1.64,0,0.55
