stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49.04,40.86,0,322.83,4.09,4.09,0,0,4.09,0,0,0,0,0,20.43,61.3,20.43,739.64,0,0,0,0,192.06,5974.32,0,0,0,32.69,0,0,0,0,0,8.17,0,0,0
72hpf,242.84,113.4,0,248.19,33.16,121.96,0,1.07,0,1.07,0,0,0,0,84.51,615.13,29.95,1406.78,0,10.7,52.42,1.07,15752.67,1863.58,16.05,14.98,0,731.74,5.35,0,443.96,4.28,19.26,113.4,0,0,0
21Day,149.92,64.25,4.02,214.17,8.03,69.6,0,2.68,1.34,2.68,8.03,0,14.72,14.72,8.03,101.73,22.76,780.36,1.34,1.34,144.56,0,2480.3,607.69,8.03,5.35,0,117.79,68.27,4.02,85.67,10.71,26.77,22.76,0,0,14.72
3Month,2.88,123.82,0,151.02,3.2,0,0.32,0,70.07,4.48,18.24,6.4,1.6,19.84,3.84,140.14,6.08,79.03,13.12,0.32,14.4,2.88,12.16,6.72,33.59,0.64,0,0.96,6.08,7.04,2.56,0,0,6.4,4.16,4.16,4.16
22Month,1.09,283.71,1.09,32.8,1.09,0,1.09,2.19,12.57,4.92,38.81,1.09,7.65,15.85,0.55,31.16,10.39,75.98,2.19,2.19,18.04,0,14.76,6.01,15.85,2.19,1.64,0.55,0,3.28,2.73,0.55,0,2.19,2.19,0,2.73
