stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,253.36,0,0,0,0,0,0,0,0,0,0,4.09,0,0,85.81,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,18.19,11.77,0,203.26,1.07,5.35,0,0,0,0,0,0,0,0,5.35,136.93,0,193.63,0,0,11.77,0,176.52,29.95,1.07,1.07,0,80.23,0,0,4.28,0,0,0,0,0,0
21Day,81.65,4.02,1.34,591.63,2.68,13.39,0,0,0,0,0,0,1.34,0,16.06,244.95,2.68,204.8,0,0,77.63,0,69.6,18.74,1.34,2.68,0,26.77,14.72,0,1.34,2.68,4.02,4.02,0,0,1.34
3Month,2.88,6.08,0.64,192.93,1.28,0,1.92,1.92,1.28,0.64,11.52,3.84,0.96,5.44,8.96,159.01,2.56,23.36,4.8,0.32,4.48,0.96,15.68,1.28,1.28,0,0,0.32,1.28,19.52,0,0.32,0,0.96,10.24,23.04,2.24
22Month,0.55,8.75,0.55,136.66,1.64,0,3.28,0.55,6.01,39.36,34.44,2.19,0.55,3.83,3.28,66.15,4.37,40.45,1.64,0,8.2,0,8.2,0.55,3.28,1.09,4.92,1.09,0.55,18.59,0.55,0,0,0.55,0.55,0,1.64
