stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,16.35,32.69,0,0,0,4.09,73.56,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,4.28,3.21,2.14,0,0,0,0,0,0,0,0,0,0,5.35,6.42,0,13.91,0,0,0,35.3,22.47,0,0,10.7,0,0,8.56,0,1.07,0,0,0
21Day,2.68,2.68,18.74,0,4.02,0,1.34,0,1.34,0,2.68,0,5.35,2.68,0,18.74,8.03,38.82,0,9.37,0,17.4,6.69,0,4.02,9.37,5.35,0,4.02,1.34,0,0,0,2.68
3Month,0,1.6,20.48,0,0,0.96,0.96,2.24,6.4,0,4.16,5.76,0.32,4.16,1.28,2.88,8.96,7.36,0.96,0.96,0.32,1.28,0,0.32,0.32,0,0.96,1.28,0.32,0,0,1.6,0.64,7.68
22Month,0,0,0.55,0,0,0,0,0.55,0,0.55,2.73,0,0,0.55,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0
