stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,9.37,0,17.4,0,5.35,0,0,0,1.34,0,152.59,1.34,0,5.35,61.57,8.03,0,4.02,0,14.72,8.03,0,0,10.71,10.71,0,2.68,1.34,4.02,4.02,0,0,544.78
3Month,0.32,1.28,0.64,5.44,0.32,0,0.64,0,0.96,1.6,0,5.12,3.52,1.92,5.12,0.32,0.64,50.87,1.6,0.32,0,0.32,0.32,0.32,0.64,0.32,0,1.92,2.56,0.32,0,0,0,1.6,2.24,208.29
22Month,0.55,0,0,1.64,0,0,1.09,0,0,1.64,0.55,10.93,1.64,1.64,0.55,0.55,0,19.13,4.92,0,0,0,0,0,0.55,0,0,2.73,0,0,0,0,0,0.55,0,117.53
