stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,0,0,0,4.09,437.25,0,0,0,4.09,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,0,1.07,0,0,0,0,0,0,0,0,0,2.14,1.07,1.07,5.35,0,0,0,8.56,23.54,1.07,0,0,4.28,1.07,0,2.14,0,0,0
21Day,0,0,0,9.37,0,2.68,0,2.68,1.34,0,0,0,0,2.68,0,0,4.02,4.02,12.05,0,0,0,2.68,12.05,0,0,0,8.03,2.68,2.68,1.34,0,1.34,1.34
3Month,0.32,1.6,0.64,29.44,0,0,0.32,0,18.56,4.48,0,26.24,8,0.96,26.56,3.52,6.4,4.48,7.36,0.32,5.44,2.56,1.28,0.32,5.12,0.96,0,0,5.76,708.37,0.64,4.16,90.23,3.52
22Month,0,0.55,1.09,8.2,0.55,0,1.09,0,8.75,6.01,0.55,12.03,0.55,0,70.52,0,0.55,1.64,2.73,1.64,1.64,0,0.55,0.55,2.19,0.55,3.83,0.55,1.09,170.56,1.09,0,0.55,0
