stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,13.91,0,0,0,0,0,0,0,0,0,0,0,0,11.77,32.09,1.07,3.21,0,0,0,14.98,8.56,9.63,0,0,0,0,0,0,0,0,0,0,0,0
21Day,4.02,0,5.35,28.11,0,2.68,0,0,0,5.35,0,0,0,0,2.68,36.14,1.34,64.25,16.06,2.68,0,0,9.37,6.69,5.35,2.68,0,0,0,2.68,2.68,2.68,1.34,0,5.35,0,0,0
3Month,0.96,6.72,112.62,754.12,0.96,0,8.32,0.96,0.64,1247.8,21.44,0,111.34,40.95,1.92,2174.7,58.87,69.11,24.64,29.76,14.4,0.32,873.14,639.26,3.84,1.6,21.44,3.2,0,0.64,19.84,33.59,3.2,0.96,0,7.36,19.52,17.28
22Month,1.09,6.01,142.68,643.96,0,0,4.37,0,0,870.82,19.68,6.01,135.02,5.47,3.28,2258.23,34.99,54.67,26.79,20.23,1.64,7.65,456.46,36.08,5.47,0,18.59,9.84,1.64,1.09,5.47,8.2,3.83,1.64,0,2.19,0,3.83
