stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,326.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,0,0,0,0,4.09,281.96,24.52,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,251.4,0,0,1.07,1.07,5.35,0,0,0,0,0,0,0,0,2.14,8.56,0,5.35,0,0,0,0,29.95,84.51,6.42,0,0,6.42,0,0,56.7,0,0,1.07,0,0,0
21Day,84.33,0,1.34,1.34,0,2.68,0,0,0,0,0,0,0,0,1.34,4.02,0,1.34,0,0,0,0,21.42,16.06,9.37,0,0,10.71,0,1.34,8.03,0,2.68,0,0,0,0
3Month,29.12,0,3.52,46.07,0.32,0,0,2.24,2.88,1.6,28.48,2.56,0,9.6,4.8,3.52,2.88,7.36,0.96,0,1.6,3.2,0.96,0,20.16,0.32,0,0,1.28,51.83,0.32,0,0,0.32,0.32,8.64,1.6
22Month,20.23,1.64,2.19,7.11,0,0,0.55,0,3.28,2.19,135.02,2.19,0.55,6.01,0.55,0.55,1.09,6.01,1.09,2.73,0.55,1.09,0,0,11.48,0.55,1.64,0,0.55,7.11,0.55,1.09,0,0,0.55,0,1.64
