stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,24.52,4.09,0,0,0,0,0,0,4.09,0,0,0,0,28.6,69.47,4.09,20.43,0,0,0,0,24.52,110.33,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,12.84,8.56,1.07,0,0,0,0,0,0,0,0,0,0,6.42,126.24,1.07,19.26,0,1.07,0,0,80.23,31.02,0,1.07,36.37,0,1.07,19.26,1.07,5.35,0,0,0
21Day,2.68,0,0,69.6,4.02,1.34,0,2.68,1.34,4.02,0,0,6.69,1.34,1.34,4.02,5.35,40.16,5.35,12.05,0,0,1.34,0,21.42,18.74,0,2.68,13.39,0,0,2.68,0,2.68,0,0,2.68
3Month,0.32,3.2,2.24,104.62,0.64,0,0.96,0.96,47.03,6.08,0.32,0,93.43,9.92,0.32,85.43,8.64,6.72,9.6,16.32,2.56,0,22.4,5.44,2.88,0.96,9.6,1.6,2.56,5.44,9.28,0.32,0,0.64,3.2,1.28,3.84
22Month,0.55,4.37,4.37,43.19,0,0,0.55,2.19,32.8,8.75,4.37,0,181.49,7.11,2.73,114.8,2.19,4.92,12.57,11.48,0.55,3.28,8.75,0.55,1.64,0.55,8.2,1.64,4.37,0.55,10.93,3.28,0.55,0.55,0.55,0,2.73
