stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,4.09,0,0,0,4.09,0,12.26,8.17,0,0,0,0,8.17,269.7,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,7.49,2.14,2.14,0,0,0,0,0,0,0,0,0,2.14,5.35,0,5.35,0,0,0,0,98.42,25.67,0,1.07,3.21,0,0,2.14,0,5.35,0,0,0,0
21Day,1.34,0,0,64.25,1.34,2.68,0,1.34,0,0,0,0,1.34,0,2.68,2.68,13.39,2.68,10.71,0,0,1.34,0,49.53,20.08,0,2.68,2.68,14.72,0,6.69,5.35,5.35,0,0,0,1.34
3Month,0.64,0.64,3.2,63.35,0,0,0.32,0,4.8,1.6,0,0,65.59,1.28,6.08,5.44,31.36,5.76,13.44,0.96,0.32,1.6,8.32,0.96,0.32,7.36,2.24,0.64,2.56,6.4,0.64,0.32,0,0.32,2.24,1.6,2.56
22Month,0,0,1.09,26.79,0.55,0,0.55,0,4.92,2.73,8.2,0,42.09,0.55,0,0.55,14.76,6.56,19.13,0,3.28,1.64,0,0,0,2.73,2.19,0,0,2.19,3.28,1.09,0,0,0,0,0
