stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,265.62,65.38,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,13.91,0,0,5.35,1.07,13.91,0,1.07,0,0,0,0,0,1.07,0,1.07,24.61,1.07,13.91,0,1.07,0,930.72,42.79,1.07,4.28,9.63,0,0,4.28,0,9.63,0,0,0
21Day,4.02,0,1.34,25.43,0,2.68,0,0,0,0,0,4.02,0,8.03,0,1.34,9.37,1.34,22.76,0,0,0,406.91,13.39,0,5.35,10.71,12.05,5.35,1.34,5.35,0,0,0,2.68
3Month,0.96,0.64,1.28,3.84,0.32,0,0,0,0.32,1.6,0.32,7.36,5.44,0.32,2.56,0.32,3.84,1.28,18.56,5.76,0.96,1.28,61.43,0.32,0.32,9.92,0.64,1.92,104.3,0,0,0,2.56,5.44,0.64
22Month,0.55,2.73,0,3.83,0,0,0.55,0,1.09,1.64,4.37,18.59,1.09,0,4.37,0.55,0,3.83,32.25,1.64,0,0,72.71,0,1.64,21.87,0,1.64,101.13,0,0,0,0,0,0
