stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,8.17,8.17,28.6,73.56,0,0,0,0,12.26,690.6,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,28.88,7.49,0,20.33,7.49,2.14,0,3.21,0,0,0,0,0,6.42,0,16.05,25.67,3.21,49.21,0,7.49,1.07,2.14,127.31,177.59,0,1.07,0,23.54,2.14,2.14,11.77,0,1.07,0,0,1.07
21Day,37.48,2.68,0,78.97,1.34,26.77,0,40.16,0,0,0,5.35,0,40.16,0,5.35,17.4,12.05,139.21,0,0,10.71,0,48.19,112.44,0,1.34,0,49.53,9.37,6.69,10.71,2.68,0,0,0,6.69
3Month,0.32,1.92,0.64,26.56,0.64,0,0.32,0.32,0.32,2.24,0.32,24.96,2.24,2.88,15.68,2.24,4.8,5.76,8.32,2.24,0,2.24,0.64,0.64,0.32,1.28,0,0,0.64,1.6,86.71,0.32,0,0.32,2.24,7.68,11.2
22Month,0.55,5.47,2.19,13.67,0,0,1.09,3.83,1.64,11.48,10.39,319.79,1.09,14.76,37.17,1.09,1.64,10.93,24.05,0,7.11,1.09,0,0.55,0.55,1.09,0.55,4.92,0,0,39.36,0.55,0.55,0.55,0,0,6.56
