stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,0,0,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,16.05,1.07,4.28,16.05,0,0,0,0,0,0,0,0,0,0,0,4.28,1.07,14.98,0,0,3.21,0,264.24,40.65,3.21,0,21.4,0,0,5.35,3.21,5.35,10.7,0,0,0
21Day,28.11,1.34,16.06,4.02,9.37,0,2.68,0,0,0,4.02,0,1.34,1.34,0,5.35,1.34,29.45,0,0,2.68,0,192.75,37.48,1.34,1.34,32.12,5.35,1.34,5.35,1.34,8.03,50.86,0,0,1.34
3Month,0,0.32,11.84,2.88,0,0.64,0,0.96,0,0.32,15.68,0.64,0,3.84,0.32,0.96,1.6,20.8,0,0,0.96,0.32,36.15,0.64,42.23,0,0,0.64,7.04,0.96,0,0,5.44,0.96,0.64,0.96
22Month,0,3.28,12.03,1.09,0,1.09,0,1.64,3.83,83.09,34.44,0.55,0,1.64,1.09,1.09,2.73,6.56,1.64,1.64,0,0,38.27,2.73,31.71,0.55,0.55,0.55,7.65,4.92,0,0,4.92,0,0,0.55
