stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,32.69,57.21,20.43,0,0,0,0,16.35,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,7.49,0,0,0,0,2.14,0,0,0,0,1.07,19.26,32.09,0,5.35,0,20.33,0,1.07,5.35,7.49,0,1.07,0,6.42,0,0,0,1.07,0,1.07,0,0,0
21Day,2.68,0,0,25.43,6.69,0,2.68,0,4.02,0,18.74,0,4.02,44.17,2.68,16.06,9.37,10.71,0,0,0,1.34,10.71,0,8.03,0,0,4.02,6.69,0,0,0,2.68,0,0,0,1.34
3Month,0.96,2.24,5.12,45.43,0,4.48,0.32,5.76,95.98,0,695.25,63.99,1.28,633.82,7.68,9.6,16.96,13.44,3.2,0.32,3.84,10.24,0.64,0.96,16.96,1.92,0,1.6,11.2,0.64,8,0.32,0,0.64,2.88,3.2,4.48
22Month,0,4.37,3.83,7.65,0,1.64,0,10.39,83.09,1.09,490.35,15.85,6.01,426.94,0.55,0,8.75,8.75,0.55,7.11,0.55,0.55,0,0,6.56,1.09,0.55,0,1.64,0,5.47,0,0,0,0.55,0,0
