stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,0,0,16.35,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,13.91,3.21,1.07,0,0,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,4.28,3.21,1.07,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,18.74,5.35,0,0,0,0,0,0,0,0,0,4.02,5.35,0,0,0,0,0,0,0,1.34,0,0,1.34,0,0,0,0,0,0,0
3Month,0.64,3.2,1.92,898.74,0.64,0,2.88,33.59,7.68,0,30.4,16,0,21.76,54.07,8,6.72,12.16,4.16,1.28,1.92,90.55,4.48,0.32,6.4,0.32,0.64,3.84,7.04,2.88,1.28,3.52,2.88,9.28
22Month,0,1.64,13.67,492.54,0,0,0.55,29.52,2.73,2.19,27.88,1.64,1.09,4.92,4.37,0,2.73,4.37,0.55,1.64,1.09,14.21,0.55,0,4.92,1.64,0,0.55,7.11,1.09,0,0.55,0,2.19
